㐖毒	xie2 du2
悬鼓待椎	xuan2 gu3 dai4 zhui1
悬龟系鱼	xuan2 gui1 xi4 yu2
悲从中来	bei1 cong2 zhong1 lai2
悲号	bei1 hao2
悲咽	bei1 ye4
悲思	bei1 si1
悲悲切切	bei1 bei1 qie4 qie1
悲愤填膺	bei1 fen4 tian2 ying1
悲歌击筑	bei1 ge1 ji1 zhu4
悲观主义	bei1 guan1 zhu3 yi4
悲观厌世	bei1 guan1 yan4 shi4
悼亡	dao4 wang2
情不自已	qing2 bu4 zi4 yi3
情凄意切	qing2 qi1 yi4 qie4
情同一家	qing2 tong2 yi1 jia1
情孚意合	qing2 fu2 yi4 he2
情投契合	qing2 tou2 qi4 he2
情投谊合	qing2 tou2 yi4 he2
情文并茂	qing2 wen2 bing4 mao4
情景交融	qing2 jing3 jiao1 rong2
情深义重	qing2 shen1 yi4 zhong4
情深似海	qing2 shen1 si4 hai3
情深意重	qing2 shen1 yi4 zhong4
情深意长	qing2 shen1 yi4 chang2
情深骨肉	qing2 shen1 gu3 rou4
情理难容	qing2 li3 nan2 rong2
情至意尽	qing2 zhi4 yi4 jin4
情见乎言	qing2 jian4 hu1 yan2
情见乎词	qing2 jian4 hu1 ci2
情见乎辞	qing2 xian4 hu1 ci2
情见于色	qing2 jian4 yu2 se4
情见力屈	qing2 xian4 li4 qu1
情见势屈	qing2 xian4 shi4 qu1
情见埶竭	qing2 jian4 shi4 jie2
情重姜肱	qing2 zhong4 jiang1 gong1
情长纸短	qing2 chang2 zhi3 duan3
情面难却	qing2 mian4 nan2 que4
惇笃	dun1 du3
惊倒	jing1 dao3
惊天地泣鬼神	jing1 tian1 di4 qi4 gui3 shen2
惊心丧魄	jing1 xin1 sang4 po4
惊心裂胆	jing1 xin1 lie4 dan3
惊惶万状	jing1 huang2 wan4 zhuang4
惊才风逸	jing1 cai2 feng1 yi4
惊蛇入草	jing1 she2 ru4 cao3
惊见骇闻	jing1 jian4 hai4 wen2
惊采绝艳	jing1 cai3 jue2 yan4
惊风怒涛	jing1 feng1 nu4 tao1
惊风骇浪	jing1 feng1 hai4 lang4
惊魂丧魄	jing1 hun2 sang4 po4
惊魂摄魄	jing1 hun2 she4 po4
惊魂落魄	jing1 hun2 luo4 po4
惙怛伤悴	chuo4 da2 shang1 cui4
惜客好义	xi1 ke4 hao4 yi4
惜败	xi1 bai4
惟利是趋	wei2 li4 shi4 qu1
惟命是从	wei2 ming4 shi4 cong2
惟所欲为	wei2 suo3 yu4 wei2
惟日不足	wei2 ri4 bu4 zu2
惟日为岁	wei2 ri4 wei2 sui4
惟肖惟妙	wei2 xiao1 wei2 miao4
惠子知我	hui4 zi3 zhi1 wo3
惠风	hui4 feng1
惠风和畅	hui4 feng1 he2 chang4
惨不忍言	can3 bu4 ren3 yan2
惨澹经营	can3 dan4 jing1 ying2
惨然不乐	can3 ran2 bu4 le4
惨绿少年	can3 lv4 shao4 nian2
惨绿年华	can3 lv4 nian2 hua2
惨绿愁红	can3 lv4 chou2 hong2
惨雨酸风	can3 yu3 suan1 feng1
惩艾	cheng2 yi4
惬心贵当	qie4 xin1 gui4 dang1
惭怍	can2 zuo4
惮赫千里	dan4 he4 qian1 li3
想得到	xiang3 de5 dao4
想望丰采	xiang3 wang4 feng1 cai3
想望风褱	xiang3 wang4 feng1 huai2
想望风采	xiang3 wang4 feng1 cai3
想着	xiang3 zhe5
惶惶不可终日	huang2 huang2 bu4 ke3 zhong1 ri4
惶惶不安	huang2 huang2 bu4 an1
惶惶然	huang2 huang2 ran2
愀然不乐	qiao3 ran2 bu4 le4
愀然无乐	qiao3 ran2 wu2 le4
愁多夜长	chou2 duo1 ye4 chang2
愁山闷海	chou2 shan1 men4 hai3
愁思	chou2 si1
愁潘病沈	chou2 pan1 bing4 shen3
愁红怨绿	chou2 hong2 yuan4 lv4
愁红惨绿	chou2 hong2 can3 lv4
愁肠九转	chou2 chang2 jiu3 zhuan3
愁长殢酒	chou2 chang2 ti4 jiu3
愈来愈少	yu4 lai2 yu4 shao3
意义深长	yi4 yi4 shen1 chang2
意兴盎然	yi4 xing4 ang4 ran2
意合情投	yi4 he2 qing2 tou2
意广才疏	yi4 guang3 cai2 shu1
意得志满	yi4 de2 zhi4 man3
意气相得	yi4 qi4 xiang1 de2
意气自若	yi4 qi4 zi4 ruo4
意满志得	yi4 man3 zhi4 de2
意见簿	yi4 jian4 bu4
意转心回	yi4 zhuan3 xin1 hui2
愚夫愚妇	yu2 fu1 yu2 fu4
愚夫蠢妇	yu2 fu1 chun3 fu4
感今思昔	gan3 jin1 si1 xi1
感光度	gan3 guang1 du4
感光片	gan3 guang1 pian4
感应圈	gan3 ying4 quan1
感应电流	gan3 ying4 dian4 liu2
感恩荷德	gan3 en1 he4 de2
感慨万千	gan3 kai3 wan4 qian1
感慨万端	gan3 kai3 wan4 duan1
感慨系之	gan3 kai3 xi4 zhi1
感荷	gan3 he4
感谢信	gan3 xie4 xin4
愣是	leng4 shi4
愤不欲生	fen4 bu4 yu4 sheng1
愤不顾身	fen4 bu4 gu4 shen1
愤世疾邪	fen4 shi4 ji2 xie2
愤风惊浪	fen4 feng1 jing1 lang4
愧天怍人	kui4 tian1 zuo4 ren2
慈父	ci2 fu4
慌不择路	huang1 bu4 ze2 lu4
慎之又慎	shen4 zhi1 you4 shen4
慎思	shen4 si1
慎行	shen4 xing2
慑于	she4 yu2
慕古薄今	mu4 gu3 bo2 jin1
慢化	man4 hua4
慢坡	man4 po1
慢条丝礼	man4 tiao2 si1 li3
慢条厮礼	man4 tiao2 si1 li3
慢条斯礼	man4 tiao2 si1 li3
慢藏诲盗	man4 cang2 hui4 dao4
慢车道	man4 che1 dao4
慧心巧思	hui4 xin1 qiao3 si1
慨当以慷	kai3 dang1 yi3 kang1
慨然应允	kai3 ran2 ying1 yun3
慰问品	wei4 wen4 pin3
慰问电	wei4 wen4 dian4
慷慨淋漓	kang1 kai3 lin2 li2
憋得慌	bie1 de2 huang1
憋闷气	bie1 men4 qi4
憎爱分明	zeng1 ai4 fen1 ming2
憨状可掬	han1 zhuang4 ke3 ju1
憬然有悟	jing3 ran2 you3 wu4
懒觉	lan3 jiao4
懦词怪说	nuo4 ci2 guai4 shuo1
戎马倥偬	rong2 ma3 kong3 zong3
戎马倥傯	rong2 ma3 kong3 zong3
戎马劻勷	rong2 ma3 kuang1 rang2
戏单	xi4 dan1
戏园子	xi4 yuan2 zi5
戏场	xi4 chang3
戏彩娱亲	xi4 cai3 yu2 qin1
戏报子	xi4 bao4 zi5
戏文	xi4 wen2
戏曲片	xi4 qu3 pian4
戏曲界	xi4 qu3 jie4
戏服	xi4 fu2
戏本	xi4 ben3
戏校	xi4 xiao4
戏楼	xi4 lou2
戏水	xi4 shui3
戏照	xi4 zhao4
戏班	xi4 ban1
戏班子	xi4 ban1 zi5
戏目	xi4 mu4
戏箱	xi4 xiang1
戏蝶游蜂	xi4 die2 you2 feng1
戏衣	xi4 yi1
戏装	xi4 zhuang1
戏评	xi4 ping2
戏路	xi4 lu4
戏迷	xi4 mi2
戏馆子	xi4 guan3 zi3
成一家言	cheng2 yi1 jia1 yan2
成个儿	cheng2 ge4 er5
成也萧何败萧何	cheng2 ye3 xiao1 he2 bai4 xiao1 he2
成事不说	cheng2 shi4 bu4 shuo1
成交额	cheng2 jiao1 e2
成人教育	cheng2 ren2 jiao4 yu4
成仇	cheng2 chou2
成佛作祖	cheng2 fo2 zuo4 zu3
成功率	cheng2 gong1 lv4
成千论万	cheng2 qian1 lun4 wan4
成名成家	cheng2 ming2 cheng2 jia1
成品粮	cheng2 pin3 liang2
成团打块	cheng2 tuan2 da3 kuai4
成家立计	cheng2 jia1 li4 ji4
成宿	cheng2 xiu3
成帮结队	cheng2 bang1 jie2 dui4
成想	cheng2 xiang3
成数	cheng2 shu4
成服	cheng2 fu2
成约	cheng2 yue1
成群打伙	cheng2 qun2 da3 huo3
成群结伙	cheng2 qun2 jie2 huo3
成群结党	cheng2 qun2 jie2 dang3
成败兴废	cheng2 bai4 xing1 fei4
成趣	cheng2 qu4
成都平原	cheng2 du1 ping2 yuan2
成风之斫	cheng2 feng1 zhi1 zhuo2
成风尽垩	cheng2 feng1 jin4 e4
我们俩	wo3 men5 lia3
我们的	wo3 men5 de5
我们自己	wo3 men5 zi4 ji3
我们自己的	wo3 men5 zi4 ji3 de5
我家	wo3 jia1
我见	wo3 jian4
我见犹怜	wo3 jian4 you2 lian2
戒奢宁俭	jie4 she1 ning4 jian3
戒尺	jie4 chi3
戗住	qiang4 zhu4
戗脊	qiang4 ji3
戗金	qiang4 jin1
戗面	qiang4 mian4
戗面馒头	qiang4 mian4 man2 tou5
战不旋踵	zhan4 bu4 xuan2 zhong3
战前	zhan4 qian2
战天斗地	zhan4 tian1 dou4 di4
战将	zhan4 jiang4
战斗员	zhan4 dou4 yuan2
战斗英雄	zhan4 dou4 ying1 xiong2
战无不克	zhan4 wu2 bu4 ke4
战而胜之	zhan4 er2 sheng4 zhi1
戚家军	qi1 jia1 jun1
戟指嚼舌	ji3 zhi3 jiao2 she2
戢鳞委翼	ji2 lin2 wei3 yi4
截发剉稾	jie2 fa1 cuo4 gao3
截发留宾	jie2 fa1 liu2 bin1
截铁斩钉	jie2 tie3 zhan3 ding4
戮力齐心	lu4 li4 qi2 xin1
戴发含牙	dai4 fa1 han2 ya2
戴发含齿	dai4 fa1 han2 chi3
戴天履地	dai4 tian1 lv3 di4
戴天蹐地	dai4 tian1 ji2 di4
戴头识脸	dai4 tou2 shi2 lian3
戴日戴斗	dai4 ri4 dai4 dou4
戴笠乘车	dai4 li4 cheng2 che1
戴绿帽	dai4 lv4 mao4
户曹参军	hu4 cao2 can1 jun1
户枢不朽	hu4 shu1 bu4 xiu3
户枢不蝼	hu4 shu1 bu4 lou2
户籍警	hu4 ji2 jing3
户调	hu4 diao4
户长	hu4 zhang3
房地	fang2 di4
房地产市场	fang2 di4 chan3 shi4 chang3
房源	fang2 yuan2
房管所	fang2 guan3 suo3
房脊	fang2 ji2
房贴	fang2 tie1
所当无敌	suo3 dang1 wu2 di2
所有者权益	suo3 you3 zhe3 quan2 yi4
所见略同	suo3 jian4 lve4 tong2
所说	suo3 shuo1
所费不赀	suo3 fei4 bu4 zi1
扁扁	bian3 bian3
扁柏	bian3 bai3
扁锉	bian3 cuo4
扇坠	shan4 zhui4
扇席温枕	shan4 xi2 wen1 zhen3
扇惑	shan1 huo4
扇枕温席	shan1 zhen3 wen1 xi2
扇枕温衾	shan4 zhen3 wen1 qin1
扇枕温被	shan1 zhen3 wen1 bei4
扇火止沸	shan4 huo3 zhi3 fei4
扇车	shan4 che1
扇面	shan4 mian4
扇面儿	shan4 mian4 er2
扇风机	shan1 feng1 ji1
扇风点火	shan4 feng1 dian3 huo3
扇骨	shan4 gu3
扇骨子	shan4 gu3 zi5
手上	shou3 shang4
手不停挥	shou3 bu4 ting2 hui1
手不停毫	shou3 bu4 ting2 hao2
手不应心	shou3 bu4 ying1 xin1
手不释书	shou3 bu4 shi4 shu1
手令	shou3 ling4
手创	shou3 chuang4
手大	shou3 da4
手夹	shou3 jia1
手底下	shou3 di3 xia4
手慢	shou3 man4
手拷	shou3 kao3
手持	shou3 chi2
手提式	shou3 ti2 shi4
手术刀	shou3 shu4 dao1
手模	shou3 mo2
手泽	shou3 ze2
手泽之遗	shou3 ze2 zhi1 yi2
手爪	shou3 zhao3
手硬	shou3 ying4
手纹	shou3 wen2
手脚干净	shou3 jiao3 gan1 jing4
手袋	shou3 dai4
手足异处	shou3 zu2 yi4 chu3
手足重茧	shou3 zu2 chong2 jian3
手车	shou3 che1
手轻	shou3 qing1
手辣	shou3 la4
手重	shou3 zhong4
手风	shou3 feng1
才华超众	cai2 hua2 chao1 zhong4
才占八斗	cai2 zhan1 ba1 dou3
才多识寡	cai2 duo1 shi2 gua3
才大如海	cai2 da4 ru2 hai3
才大难用	cai2 da4 nan2 yong4
才夸八斗	cai2 kua1 ba1 dou3
才广妨身	cai2 guang3 fang2 shen1
才疏德薄	cai2 shu1 de2 bo2
才疏志大	cai2 shu1 zhi4 da4
才疏意广	cai2 shu1 yi4 guang3
才短思涩	cai2 duan3 si1 se4
才蔽识浅	cai2 bi4 shi2 qian3
才薄智浅	cai2 bo2 zhi4 qian3
才轻德薄	cai2 qing1 de2 bo2
才过屈宋	cai2 guo4 qu1 song4
才高意广	cai2 gao1 yi4 guang3
才高行厚	cai2 gao1 xing2 hou4
才高行洁	cai2 gao1 xing2 jie2
才高识远	cai2 gao1 shi2 yuan3
扎手	zha1 shou3
扎挣	zha2 zheng1
扎根串连	zha1 gen1 chuan4 lian2
扎破	zha1 po4
扎耳朵	zha1 er3 duo5
扎花	zha1 hua1
扑地	pu1 di4
扑地掀天	pu1 di4 xian1 tian1
扑天盖地	pu1 tian1 gai4 di4
扒耳搔腮	pa2 er3 sao1 sai1
扒草	pa2 cao3
扒鸡	pa2 ji1
打一折	da3 yi4 zhe2
打不住	da3 bu2 zhu4
打主意	da3 zhu3 yi4
打乱	da3 luan4
打人骂狗	da3 ren2 ma4 gou3
打伙儿	da3 huo3 er5
打先锋	da3 xian1 feng1
打光棍儿	da3 guang1 gun4 er5
打内战	da3 nei4 zhan4
打冷枪	da3 leng3 qiang1
打凤捞龙	da3 feng4 lao1 long2
打凤牢龙	da3 feng4 lao2 long2
打击乐	da3 ji1 yue4
打卡机	da3 ka3 ji1
打卤面	da3 lu3 mian4
打印纸	da3 yin4 zhi3
打嘴仗	da3 zui3 zhang4
打圈子	da3 quan1 zi5
打基础	da3 ji1 chu3
打太极拳	da3 tai4 ji2 quan2
打头	da3 tou2
打头炮	da3 tou2 pao4
打头风	da3 tou2 feng1
打字纸	da3 zi4 zhi3
打家截舍	da3 jia1 jie2 she4
打家截道	da3 jia1 jie2 dao4
打寒战	da3 han2 zhan4
打工族	da3 gong1 zu2
打平	da3 ping2
打弯	da3 wan1
打总	da3 zong3
打恭作揖	da3 gong1 zuo4 yi1
打情卖笑	da3 qing2 mai4 xiao4
打情骂趣	da3 qing2 ma4 qu4
打战	da3 zhan4
打手势	da3 shou3 shi4
打手式	da3 shou3 shi4
打拐	da3 guai3
打掩护	da3 yan3 hu4
打援	da3 yuan2
打擂	da3 lei4
打斜	da3 xie2
打旗	da3 qi2
打晃	da3 huang3
打杂儿	da3 za2 er5
打板子	da3 ban3 zi5
打样	da3 yang4
打桩船	da3 zhuang1 chuan2
打横	da3 heng2
打死虎	da3 si3 hu3
打歼灭战	da3 jian1 mie4 zhan4
打比	da3 bi3
打毛衣	da3 mao2 yi1
打油	da3 you2
打泡	da3 pao4
打浆	da3 jiang1
打滚儿	da3 gun3 er5
打滚撒泼	da3 gun3 sa1 po1
打火	da3 huo3
打灯谜	da3 deng1 mi2
打照面儿	da3 zhao4 mian4 er5
打牙犯嘴	da3 ya2 fan4 zui3
打牙配嘴	da3 ya2 pei4 zui3
打狗看主	da3 gou3 kan4 zhu3
打电报	da3 dian4 bao4
打皱	da3 zhou4
打短工	da3 duan3 gong1
打破常规	da3 po4 chang2 gui1
打破沙锅问到底	da3 po4 sha1 guo1 wen4 dao4 di3
打破迷关	da3 po4 mi2 guan1
打砸抢	da3 za2 qiang3
打票	da3 piao4
打私	da3 si1
打秋风	da3 qiu1 feng1
打群架	da3 qun2 jia4
打老虎	da3 lao3 hu3
打胜	da3 sheng4
打草蛇惊	da3 cao3 she2 jing1
打落	da3 luo4
打蔫儿	da3 nian1 er2
打虎牢龙	da3 hu3 lao2 long2
打蛇打七寸	da3 she2 da3 qi1 cun4
打街骂巷	da3 jie1 ma4 xiang4
打诨插科	da3 hun4 cha1 ke1
打谱	da3 pu3
打通关	da3 tong1 guan1
打醮	da3 jiao4
打闪	da3 shan3
打问号	da3 wen4 hao4
打闷葫芦	da3 men4 hu2 lu2
打靶场	da3 ba3 chang3
打顶	da3 ding3
打预防针	da3 yu4 fang2 zhen1
打鬼	da3 gui3
打鸡骂狗	da3 ji1 ma4 gou3
打鸣儿	da3 ming2 er2
打鸭子上架	da3 ya1 zi5 shang4 jia4
打鸭惊鸳	da3 ya1 jing1 yuan1
打鸭惊鸳鸯	da3 ya1 jing1 yuan1 yang1
托之空言	tuo1 zhi1 kong1 yan2
托于空言	tuo1 yu2 kong1 yan2
托公行私	tuo1 gong1 xing2 si1
托收	tuo1 shou1
托物寓兴	tuo1 wu4 yu4 xing1
托诸空言	tuo1 zhu1 kong1 yan2
扛大个儿	kang2 da4 ge4 er5
扛得住	kang2 de5 zhu4
扛活	kang2 huo2
扛长工	kang2 chang2 gong1
扛鼎	gang1 ding3
扛鼎抃牛	gang1 ding3 bian4 niu2
扛鼎拔山	gang1 ding3 ba2 shan1
扞格不入	han4 ge2 bu4 ru4
扣壶长吟	kou4 hu2 chang2 yin2
扣头	kou4 tou2
扣楫中流	kou4 ji2 zhong1 liu2
扣盘扪钥	kou4 pan2 men2 yao4
执两用中	zhi2 liang3 yong4 zhong1
执意不从	zhi2 yi4 bu4 cong2
执政府	zhi2 zheng4 fu3
执棒	zhi2 bang4
执法不阿	zhi2 fa3 bu4 a1
执法犯法	zhi2 fa3 fan4 fa3
执泥	zhi2 ni2
执经问难	zhi2 jing1 wen4 nan2
执罚	zhi2 fa2
执而不化	zhi2 er2 bu4 hua4
执行主席	zhi2 xing2 zhu3 xi2
执迷不反	zhi2 mi2 bu4 fan3
执迷不返	zhi2 mi2 bu4 fan3
执迷不醒	zhi2 mi2 bu4 xing3
扩大会议	kuo4 da4 hui4 yi4
扩权	kuo4 quan2
扩股	kuo4 gu3
扪参历井	men2 shen1 li4 jing3
扫地以尽	sao3 di4 yi3 jin4
扫地俱尽	sao3 di4 ju4 jin4
扫地出门	sao3 di4 chu1 men2
扫地无余	sao3 di4 wu2 yu2
扫地无遗	sao3 di4 wu2 yi2
扫坟	sao3 fen2
扫墓望丧	sao3 mu4 wang4 sang4
扫平	sao3 ping2
扫数	sao3 shu4
扫榻以待	sao3 ta4 yi3 dai4
扫毒	sao3 du2
扫清	sao3 qing1
扫灭	sao3 mie4
扫眉才子	sao3 mei2 cai2 zi3
扫穴擒渠	sao3 xue2 qin2 qu2
扫穴犁庭	sao3 xue2 li2 ting2
扫锅刮灶	sao3 guo1 gua1 zao4
扫雪	sao3 xue3
扬厉铺张	yang2 li4 pu4 zhang1
扬名显亲	yang2 ming2 xian3 qin1
扬场	yang2 chang2
扬己露才	yang2 ji3 lu4 cai2
扬手	yang2 shou3
扬扬得意	yang2 yang2 de2 yi4
扬扬自得	yang2 yang2 zi4 de2
扬汤止沸	yang2 tang1 zhi3 fei4
扬眉吐气	yang2 mei2 tu3 qi4
扬眉眴目	yang2 mei2 shun4 mu4
扬铃打鼓	yang2 ling2 da3 gu3
扬风扢雅	yang2 feng1 jie2 ya3
扭曲作直	niu3 qu1 zuo4 zhi2
扭直作曲	niu3 zhi2 zuo4 qu1
扭转干坤	niu3 zhuan3 gan4 kun1
扮作	ban4 zuo4
扮戏	ban4 xi4
扯旗放炮	che3 qi2 fang4 pao4
扯空砑光	che3 kong1 ya4 guang1
扯篷拉纤	che3 peng2 la1 qian4
扯纤拉烟	che3 qian4 la1 yan1
扯顺风旗	che3 shun4 feng1 qi2
扳倒	ban1 dao3
扶上马	fu2 shang4 ma3
扶倾济弱	fu2 qing1 ji4 ruo4
扶危拯溺	fu2 wei1 zheng3 ni4
扶危济急	fu2 wei1 ji4 ji2
扶摇万里	fu2 yao2 wan4 li3
扶正祛邪	fu2 zheng4 qu1 xie2
扶正黜邪	fu2 zheng4 chu4 xie2
批吭捣虚	pi1 hang2 dao3 xu1
批条	pi1 tiao2
批条子	pi1 tiao2 zi5
批次	pi1 ci4
批砉导窾	pi1 hua1 dao3 kuan3
批红判白	pi1 hong2 pan4 bai2
批隙导窾	pi1 xi4 dao3 kuan3
批零	pi1 ling2
批风抹月	pi1 feng1 mo4 yue4
扼亢拊背	e4 kang4 fu3 bei4
扼吭夺食	e4 hang2 duo2 shi2
扼吭拊背	e4 hang2 fu3 bei4
扼腕长叹	e4 wan4 chang2 tan4
找乐子	zhao3 le4 zi5
找婆家	zhao3 po2 jia1
找得到	zhao3 de5 dao4
找窍门	zhao3 qiao4 men2
找米下锅	zhao3 mi3 xia4 guo1
找茬儿	zhao3 cha2 er5
找错	zhao3 cuo4
承上启下	cheng2 shang4 qi3 xia4
承传	cheng2 chuan2
承修	cheng2 xiu1
承包制	cheng2 bao1 zhi4
承嬗离合	cheng2 shan4 li2 he2
承平盛世	cheng2 ping2 sheng4 shi4
承浆	cheng2 jiang1
承溜	cheng2 liu1
承购	cheng2 gou4
技术密集型	ji4 shu4 mi4 ji2 xing2
技术革命	ji4 shu4 ge2 ming4
技术革新	ji4 shu4 ge2 xin1
技高一筹	ji4 gao1 yi1 chou2
抃风儛润	bian4 feng1 wu3 run4
抃风舞润	bian4 feng1 wu3 run4
抄收	chao1 shou1
抄没	chao1 mo4
抉奥阐幽	jue2 ao4 chan3 you1
把住	ba3 zhu4
把势	ba3 shi4
把口儿	ba3 kou3 er5
把家	ba3 jia1
把揽	ba3 lan3
把晤	ba3 wu4
把水搅浑	ba3 shui3 jiao3 hun2
把牢	ba3 lao2
把玩无厌	ba3 wan2 wu2 yan4
把盏	ba3 zhan3
把素持斋	ba3 su4 chi2 zhai1
把臂入林	ba3 bi4 ru4 lin2
把臂徐去	ba3 bi4 xu2 qu4
把薪助火	ba3 xin1 zhu4 huo3
把角	ba3 jiao3
把酒持螯	ba3 jiu3 chi2 ao2
把饭叫饥	ba3 fan4 jiao4 ji1
抑塞磊落	yi4 se4 lei3 luo4
抑强扶弱	yi4 qiang2 fu2 ruo4
抑菌作用	yi4 jun1 zuo4 yong4
抓乖卖俏	zhua1 guai1 mai4 qiao4
抓乖弄俏	zhua1 guai1 nong4 qiao4
抓典型	zhua1 dian3 xing2
抓壮丁	zhua1 zhuang4 ding1
抓差	zhua1 chai1
抓斗	zhua1 dou4
抓空儿	zhua1 kong4 er5
投亲	tou2 qin1
投亲靠友	tou2 qin1 kao4 you3
投传而去	tou2 zhuan4 er2 qu4
投卵击石	tou2 luan3 ji1 shi2
投向	tou2 xiang4
投料	tou2 liao4
投机分子	tou2 ji1 fen4 zi5
投梭折齿	tou2 suo1 zhe2 chi3
投水	tou2 shui3
投河奔井	tou2 he2 ben1 jing3
投石	tou2 shi2
投石下井	tou2 shi2 xia4 jing3
投石拔距	tou2 shi2 ba2 ju4
投石超距	tou2 shi2 chao1 ju4
投膏止火	tou2 gao1 zhi3 huo3
投诉率	tou2 su4 lv4
投送	tou2 song4
投闲置散	tou2 xian2 zhi4 san4
投间抵隙	tou2 jian1 di3 xi4
投阱下石	tou2 jing3 xia4 shi2
抖包袱	dou3 bao1 fu2
抖威风	dou3 wei1 feng1
抖颤	dou3 chan4
抗上	kang4 shang4
抗凝	kang4 ning2
抗寒	kang4 han2
抗干扰	kang4 gan1 rao3
抗暴	kang4 bao4
抗热	kang4 re4
抗皱	kang4 zhou4
抗联	kang4 lian2
抗颜为师	kang4 yan2 wei2 shi1
折中主义	zhe2 zhong1 zhu3 yi4
折价	zhe2 jia4
折冲	zhe2 chong1
折冲之臣	zhe2 chong1 zhi1 chen2
折冲厌难	zhe2 chong1 yan4 nan2
折冲尊俎	zhe2 chong1 zun1 zu3
折冲御侮	zhe2 chong1 yu4 wu3
折叠床	zhe2 die2 chuang2
折堕	she2 duo4
折射线	zhe2 she4 xian4
折弯	zhe2 wan1
折旧费	zhe2 jiu4 fei4
折槁振落	zhe2 gao3 zhen4 luo4
折矩周规	zhe2 ju3 zhou1 gui1
折福	zhe2 fu2
折箭为誓	she2 jian4 wei2 shi4
折而族之	zhe2 er2 zu2 zhi1
折胶堕指	zhe2 jiao1 duo4 zhi3
折腰五斗	she2 yao1 wu3 dou4
折节下士	zhe2 jie2 xia4 shi4
折账	zhe2 zhang4
折足覆餗	zhe2 zu2 fu4 su4
折长补短	zhe2 chang2 bu3 duan3
折页	zhe2 ye4
折鼎覆餗	zhe2 ding3 fu4 su4
抚今思昔	fu3 jin1 si1 xi1
抚今追昔	fu3 jin1 zhui1 xi1
抚掌击节	fu3 zhang3 ji1 jie2
抚掌大笑	fu3 zhang3 da4 xiao4
抚景伤情	fu3 jing3 shang1 qing2
抚绥万方	fu3 sui2 wan4 fang1
抛到一边	pao1 dao4 yi4 bian1
抛舍	pao1 she3
抟沙作饭	tuan2 sha1 zuo4 fan4
抟沙嚼蜡	tuan2 sha1 jiao2 la4
抟空捕影	tuan2 kong1 bu3 ying3
抟香弄粉	tuan2 xiang1 nong4 fen3
抠心挖肚	kou1 xin1 wa1 du4
抠心挖血	kou1 xin1 wa1 xue4
抠着手掌	kou1 zhe5 shou3 zhang3
抢劫犯	qiang3 jie2 fan4
抢匪	qiang3 fei3
抢嘴	qiang3 zui3
抢地呼天	qiang1 di4 hu1 tian1
抢墒	qiang3 shang1
抢工	qiang3 gong1
抢市	qiang3 shi4
抢建	qiang3 jian4
抢拍	qiang3 pai1
抢收	qiang3 shou1
抢攻	qiang3 gong1
抢时间	qiang3 shi2 jian1
抢渡	qiang3 du4
抢点	qiang3 dian3
抢种	qiang3 zhong4
抢话	qiang3 hua4
抢运	qiang3 yun4
护从	hu4 cong2
护具	hu4 ju4
护发	hu4 fa4
护堤	hu4 di1
护士长	hu4 shi4 zhang3
护校	hu4 xiao4
护身	hu4 shen1
护过饰非	hu4 guo4 shi4 fei1
报幕员	bao4 mu4 yuan2
报效万一	bao4 xiao4 wan4 yi1
报知	bao4 zhi1
报送	bao4 song4
报销差旅费	bao4 xiao1 chai1 lv3 fei4
抨弹	peng1 tan2
披卷	pi1 juan4
披发	pi1 fa4
披发入山	pi1 fa4 ru4 shan1
披发左衽	pi1 fa4 zuo3 ren4
披发文身	pi1 fa4 wen2 shen1
披发缨冠	pi1 fa1 ying1 guan4
披头	pi1 tou2
披头盖脑	pi1 tou2 gai4 nao3
披心沥血	pi1 xin1 li4 xue4
披心相付	pi1 xin1 xiang1 fu4
披拂	pi1 fu2
披挂上阵	pi1 gua4 shang4 zhen4
披散	pi1 san3
披榛采兰	pi1 zhen1 cai3 lan2
披毛戴角	pi1 mao2 dai4 jiao3
披沙剖璞	pi1 sha1 pou1 pu2
披沙简金	pi1 sha1 jian3 jin1
披红戴花	pi1 hong2 dai4 hua1
披红挂绿	pi1 hong2 gua4 lv4
披肝沥血	pi1 gan1 li4 xue4
披肝露胆	pi1 gan1 lu4 dan3
披肩发	pi1 jian1 fa4
披襟解带	pi1 jin1 jie3 dai4
披露肝胆	pi1 lu4 gan1 dan3
披露腹心	pi1 lu4 fu4 xin1
抬价	tai2 jia4
抬头纹	tai2 tou2 wen2
抬腿	tai2 tui3
抬轿	tai2 jiao4
抱令守律	bao4 ling4 shou3 lv4
抱关执钥	bao4 guan1 zhi2 yue4
抱头大哭	bao4 tou2 da4 ku1
抱子弄孙	bao4 zi3 nong4 sun1
抱朴含真	bao4 pu3 han2 zhen1
抱枝拾叶	bao4 zhi1 shi2 ye4
抱柱之信	bao4 zhu4 zhi1 xin4
抱椠怀铅	bao4 qian4 huai2 qian1
抱残守阙	bao4 can2 shou3 que1
抱法处势	bao4 fa3 chu3 shi4
抱璞泣血	bao4 pu2 qi4 xue4
抱蔓摘瓜	bao4 wan4 zhai1 gua1
抱负不凡	bao4 fu4 bu4 fan2
抵不上	di3 bu4 shang4
抵交	di3 jiao1
抵得上	di3 de5 shang4
抵押金	di3 ya1 jin1
抵死瞒生	di3 si3 man2 sheng1
抵缴	di3 jiao3
抵背扼喉	di3 bei4 e4 hou2
抵近	di3 jin4
抵还	di3 hai2
抹下来	ma1 xia4 lai2
抹不开	mo4 bu4 kai1
